1,720,1,Mar 31,LAD,,SFG,W2-1,CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.250,.250,.250,.500,3,.88,-0.067,-0.52,RF
2,721,2,Apr 1,LAD,,SFG,W4-3,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.125,.125,.125,.250,3,.96,-0.080,-0.77,RF
3,722,3,Apr 2,LAD,,SFG,L0-10,GS-9,4,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.333,.333,.333,.667,3,.32,0.025,0.38,RF
4,723,4,Apr 3,LAD,,SFG,W7-5,CG,4,3,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,.333,.375,.333,.708,3,.63,0.010,0.74,RF
5,724,5,Apr 5,LAD,@,COL,L0-3,CG,4,2,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,.353,.450,.353,.803,3,.80,0.068,0.53,RF
6,725,6,Apr 6,LAD,@,COL,L5-7,CG,5,4,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,.333,.440,.333,.773,3,1.47,-0.068,-0.44,RF
7,726,7,Apr 8 susp,LAD,@,SDP,W4-2,CG(11,5,4,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,.320,.433,.320,.753,3,1.78,0.021,0.10,RF
8,727,8,Apr 9,LAD,@,SDP,W4-0,CG,5,5,1,3,0,0,1,2,0,0,2,0,0,0,0,0,0,0,.367,.457,.467,.924,3,.69,0.216,1.48,RF
9,728,9,Apr 10,LAD,@,SDP,L2-7,CG,4,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,.353,.436,.441,.877,3,1.09,0.000,-0.06,RF
10,729,10,Apr 11,LAD,@,SFG,W6-1,CG,4,4,1,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,.368,.442,.447,.889,3,.76,-0.002,0.80,RF
11,730,11,Apr 12,LAD,@,SFG,L4-5,CG,4,4,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,.381,.447,.476,.923,3,1.01,0.084,0.57,RF
12,731,12,Apr 13,LAD,@,SFG,L3-4,CG,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.370,.431,.457,.888,3,1.16,-0.067,-0.62,RF
