1,1276,1,Apr 6,LAD,,SDP,W6-3,8-9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,9,2.36,0.063,0.37,2.00,0.75,PH
2,1277,2,Apr 7,LAD,,SDP,L3-7,9-GF,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,.000,.000,.000,7,.37,-0.009,-0.21,0.00,-0.25,LF
3,1278,4.1,Apr 10,LAD,@,ARI,L3-4,9-9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,9,4.94,-0.136,-0.49,0.00,-0.25,PH
4,1279,5,Apr 11,LAD,@,ARI,L0-6,CG,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.000,.143,.000,.143,5,.82,-0.078,-1.00,2.00,0.25,RF
5,1280,6,Apr 12,LAD,@,ARI,W7-4,CG,5,4,0,2,0,1,0,0,1,1,1,0,0,0,0,0,0,0,.200,.333,.400,.733,6,.55,0.074,0.34,13.00,4.50,LF
6,1281,7,Apr 13,LAD,,SEA,W6-5,10-GF(10,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.273,.385,.545,.930,1,2.20,0.176,0.61,7.00,3.00,CF
7,1282,8,Apr 14,LAD,,SEA,W6-5,CG,4,4,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,.267,.353,.667,1.020,6,1.90,-0.012,-0.15,14.00,5.25,RF
8,1283,9,Apr 15,LAD,,SEA,W5-2,CG,4,3,2,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,.333,.429,.667,1.095,5,.65,0.127,1.49,14.00,5.75,RF
9,1284,10,Apr 17,LAD,,COL,W7-3,CG,4,2,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,.350,.440,.650,1.090,6,.50,0.039,0.69,7.00,2.75,RF
10,1285,11,Apr 18,LAD,,COL,W6-3,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.292,.379,.542,.921,6,.67,-0.062,-0.98,0.00,-1.00,LF
11,1286,12,Apr 19,LAD,,COL,W7-0,CG,4,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.259,.364,.481,.845,5,.56,-0.035,-0.25,4.00,1.25,RF
12,1287,13,Apr 21,LAD,@,SFG,L2-6,9-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.250,.353,.464,.817,7,.40,-0.008,-0.29,0.00,-0.25,PH
13,1288,14,Apr 22,LAD,@,SFG,L2-3,8-GF,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.276,.371,.483,.854,9,1.26,0.030,0.12,3.00,1.00,LF
14,1289,15,Apr 23,LAD,@,SFG,L2-3,10-10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.276,.389,.483,.872,1,4.36,0.016,0.13,2.00,1.00,PH
15,1290,16,Apr 24,LAD,@,SDP,W3-0,6-GF,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.300,.405,.500,.905,2,.32,0.011,0.24,3.00,1.00,RF
16,1291,17,Apr 25,LAD,@,SDP,W11-8,CG,5,4,2,3,1,0,1,3,1,0,0,0,0,0,0,0,0,0,.353,.452,.647,1.099,2,.73,0.238,3.21,30.00,12.75,RF
17,1292,18,Apr 26,LAD,@,SDP,L1-3,CG,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.342,.435,.605,1.040,2,1.38,-0.034,-0.39,3.00,0.25,RF
18,1293,19,Apr 27,LAD,,SFG,W8-3,CG,5,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.310,.412,.548,.959,2,.59,-0.043,-0.92,4.00,1.00,RF
19,1294,21.1,Apr 29,LAD,,SFG,W7-3,CG,4,4,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,.304,.400,.587,.987,6,.24,0.165,1.29,16.00,6.25,RF
20,1295,22,May 1,LAD,,ARI,W8-0,CG,4,3,2,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,.327,.424,.653,1.077,6,.23,0.041,1.93,21.00,8.75,RF
21,1296,23,May 2,LAD,,ARI,W6-4,CG,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,.308,.413,.615,1.028,6,.84,-0.092,-0.79,0.00,0.25,RF
22,1297,24,May 3,LAD,,ARI,W1-0,CG(13,5,4,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,.321,.426,.625,1.051,6,1.30,0.153,0.61,10.00,3.50,RF
23,1298,25,May 4,LAD,@,MIL,L3-4,CG,4,4,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.317,.417,.600,1.017,6,.71,-0.006,-0.28,5.00,1.25,RF
24,1299,26,May 5,LAD,@,MIL,W8-2,CG,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.292,.390,.554,.943,6,.61,-0.050,-1.23,0.00,-1.25,RF
25,1300,27,May 6,LAD,@,MIL,L3-6,CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.290,.383,.536,.919,6,.80,-0.037,-0.13,3.00,0.25,RF
26,1301,28,May 7,LAD,@,MIL,W14-4,CG,5,3,2,1,0,1,0,1,2,1,0,0,0,0,0,0,0,0,.292,.395,.556,.951,6,.98,0.207,1.59,18.00,7.50,RF
27,1302,29,May 8,LAD,@,COL,W2-1,CG(6,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.288,.398,.548,.946,7,.84,0.002,0.14,2.00,0.75,RF
28,1303,31.1,May 11,LAD,,MIA,W5-3,CG,4,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.286,.391,.532,.924,7,2.14,0.025,-0.45,5.00,1.25,RF
29,1304,32,May 12,LAD,,MIA,W11-1,CG,5,5,1,5,0,0,1,3,0,0,0,0,0,0,0,0,0,0,.329,.423,.598,1.020,7,.62,0.214,3.86,30.00,12.00,RF
30,1305,33,May 13,LAD,,MIA,L4-5,CG,4,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,.321,.426,.583,1.009,7,1.44,-0.010,0.27,6.00,2.50,RF
31,1306,34,May 14,LAD,,COL,L4-5,CG,4,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,.322,.429,.586,1.015,7,.57,0.042,0.52,9.00,3.50,RF
32,1307,35,May 15,LAD,,COL,W6-4,CG,4,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.330,.431,.582,1.014,7,.91,-0.036,0.01,8.00,2.50,RF
33,1308,36,May 16,LAD,,COL,L1-7,9-GF,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.326,.427,.576,1.003,9,.02,-0.001,-0.21,0.00,-0.25,PH
34,1309,37,May 17,LAD,,COL,W1-0,CG,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.316,.416,.558,.974,7,1.53,-0.116,-1.28,0.00,-0.75,RF
35,1310,38,May 19,LAD,@,SFG,L0-2,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.313,.410,.545,.956,7,1.08,-0.078,-0.46,3.00,0.25,RF
36,1311,39,May 20,LAD,@,SFG,L0-4,GS-9,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.307,.408,.535,.943,7,.88,-0.047,-0.44,2.00,0.50,RF
37,1312,40,May 21,LAD,@,SFG,L0-4,9-GF,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.304,.405,.529,.934,9,.70,-0.016,-0.34,0.00,-0.25,PH
38,1313,41,May 22,LAD,,SDP,W2-1,CG,3,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,.305,.403,.533,.937,7,1.41,0.064,0.53,7.00,2.50,RF
39,1314,42,May 23,LAD,,SDP,W2-0,CG,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.306,.402,.528,.929,6,.66,-0.001,-0.07,3.00,0.50,RF
40,1315,43,May 24,LAD,,SDP,L3-11,CG,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,.304,.397,.518,.915,5,.08,-0.008,-1.16,3.00,0.25,RF
41,1316,44,May 25,LAD,,ATL,W6-3,CG,4,3,1,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,.313,.407,.548,.955,6,2.01,0.396,2.44,21.00,8.75,RF
42,1317,45,May 26,LAD,,ATL,W8-0,CG,4,4,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,.311,.403,.546,.949,6,.43,0.074,1.23,11.00,4.25,RF
43,1318,46,May 27,LAD,,ATL,L2-3,9-GF,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.317,.407,.550,.957,7,2.43,0.093,0.24,3.00,1.00,PH
44,1319,47,May 29,LAD,@,STL,L0-3,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.306,.396,.532,.928,6,1.41,-0.139,-1.11,0.00,-1.00,RF
45,1320,48,May 30,LAD,@,STL,W5-1,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.305,.392,.523,.915,5,1.32,-0.104,-0.30,3.00,0.25,RF
46,1321,49,May 31,LAD,@,STL,L1-3,CG,4,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.305,.395,.519,.914,5,.70,0.005,0.05,5.00,1.50,RF
47,1322,50,Jun 1,LAD,@,COL,W11-4,CG,5,5,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,.309,.395,.551,.946,5,.64,0.212,0.92,24.00,9.25,RF
48,1323,51,Jun 2.1,LAD,@,COL,L3-6,9-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.307,.392,.547,.940,7,1.01,-0.026,-0.32,0.00,-0.25,PH
49,1324,52,Jun 2.2,LAD,@,COL,W9-8,GS-8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.298,.383,.532,.915,5,.79,-0.126,-1.31,0.00,-1.00,RF
50,1325,53,Jun 3,LAD,@,COL,L6-7,CG,5,4,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,.297,.383,.524,.907,5,1.72,0.213,0.91,9.00,3.25,RF
51,1326,54,Jun 4,LAD,,STL,L1-7,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.295,.380,.517,.897,5,.81,-0.008,-0.07,3.00,0.25,RF
52,1327,55,Jun 5,LAD,,STL,L1-2,CG,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,.288,.371,.503,.875,5,1.59,-0.155,-0.97,0.00,-1.00,RF
53,1328,57.1,Jun 7,LAD,,STL,L2-4,CG,4,3,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,.282,.369,.494,.862,5,.90,-0.021,-0.27,7.00,2.25,LF
54,1329,58,Jun 8,LAD,,ARI,W9-3,CG,4,4,2,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,.288,.372,.513,.884,7,.42,0.035,3.05,25.00,10.50,RF
55,1330,59,Jun 9,LAD,,ARI,W3-1,8-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.286,.370,.509,.879,9,.21,-0.005,-0.21,0.00,-0.25,LF
56,1331,60,Jun 10,LAD,,ARI,W7-6,GS-6,3,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.287,.369,.506,.875,6,.52,0.028,0.14,5.00,1.50,LF
57,1332,61,Jun 12,LAD,@,SDP,W4-3,CG,4,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.292,.372,.506,.878,6,1.30,0.089,0.39,8.00,2.50,LF
58,1333,62,Jun 13,LAD,@,SDP,L1-2,CG,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.287,.366,.497,.863,6,.84,-0.064,-0.44,0.00,-0.75,LF
