59,1334,63,Jun 14,LAD,@,SDP,W4-2,CG(12,5,4,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,.291,.372,.526,.898,6,1.03,0.142,1.19,24.00,9.50,LF
60,1335,64,Jun 15,LAD,@,TEX,L1-4,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,.285,.365,.514,.878,6,1.23,-0.187,-1.95,0.00,-1.00,LF
61,1336,65,Jun 16,LAD,@,TEX,L2-3,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.279,.357,.503,.860,6,1.17,-0.118,-0.73,0.00,-1.00,LF
62,1337,66,Jun 17,LAD,,TEX,L3-5,8-9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.277,.356,.500,.856,9,3.32,-0.140,-0.47,0.00,-0.25,PH
63,1338,67,Jun 18,LAD,,TEX,W1-0,CG,4,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.278,.358,.497,.856,6,1.60,0.120,0.62,5.00,1.50,LF
64,1339,68,Jun 19,LAD,,SFG,L5-9,GS-6,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.280,.360,.497,.857,6,1.39,0.034,0.19,3.00,0.75,LF
65,1340,69,Jun 20,LAD,,SFG,L2-6,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.275,.353,.487,.840,6,.65,-0.063,-0.77,0.00,-1.00,LF
66,1341,71.1,Jun 22,LAD,@,CHC,L2-4,7-GF,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.273,.352,.485,.836,6,1.61,-0.044,-0.21,0.00,-0.25,PH LF
67,1342,72,Jun 23,LAD,@,CHC,L0-1,CG(10,4,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,.269,.350,.477,.827,6,1.87,-0.072,-0.28,2.00,0.25,LF
68,1343,73,Jun 24,LAD,@,CHC,W5-2,CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.269,.348,.473,.821,6,.34,-0.019,-0.32,3.00,0.25,RF
69,1344,74,Jun 25,LAD,@,CHC,W4-0,7-GF,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.267,.346,.470,.817,6,.08,-0.002,-0.15,0.00,-0.25,RF
70,1345,76.1,Jun 27,LAD,@,MIA,L2-3,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.262,.341,.461,.802,5,1.67,-0.170,-1.07,0.00,-1.00,RF LF
71,1346,77,Jun 28,LAD,@,MIA,W2-0,GS-7,3,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.260,.340,.457,.797,6,1.12,-0.011,-0.04,2.00,0.50,LF
72,1347,78,Jun 29,LAD,@,ARI,L6-10,CG,5,5,2,3,1,0,1,1,0,0,1,0,0,0,0,0,0,0,.268,.346,.479,.825,6,.77,0.233,1.64,24.00,9.50,LF
73,1348,79,Jun 30,LAD,@,ARI,W6-4,GS-6,3,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.270,.350,.479,.829,6,.85,0.004,-0.06,7.00,2.75,LF
74,1349,81.1,Jul 3,LAD,,NYM,L1-2,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.269,.348,.475,.823,6,1.36,-0.043,-0.20,3.00,0.25,LF
75,1350,82,Jul 4,LAD,,NYM,W4-3,CG,4,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,.271,.355,.475,.830,6,1.25,-0.025,0.05,7.00,2.75,LF
76,1351,83,Jul 5,LAD,,NYM,L0-8,9-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.270,.353,.473,.826,6,.00,0.000,-0.30,0.00,-0.25,PH
77,1352,84,Jul 6,LAD,,PHI,W10-7,CG,4,3,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,.276,.359,.480,.839,7,1.21,0.188,1.65,14.00,5.75,LF
78,1353,85,Jul 7,LAD,,PHI,L2-7,CG,4,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,.276,.362,.478,.840,7,.48,0.019,0.17,5.00,1.50,LF
79,1354,87.1,Jul 9,LAD,,PHI,W6-0,GS-7,3,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,.279,.369,.480,.849,5,.59,0.053,0.68,9.00,4.00,LF
80,1355,88,Jul 10,LAD,,MIL,W3-2,7-8,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,.283,.371,.483,.854,9,3.62,0.316,1.65,9.00,4.00,PH
81,1356,89,Jul 11,LAD,,MIL,L1-7,GS-8,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.281,.372,.481,.853,7,.63,0.030,0.28,2.00,0.75,LF
82,1357,91.1,Jul 17 susp,LAD,@,WSN,L3-5,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.281,.370,.477,.847,7,1.48,0.043,-0.05,3.00,0.25,LF
83,1358,92,Jul 18,LAD,@,WSN,W4-2,CG,5,4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,.280,.367,.473,.840,5,.92,0.079,-0.02,5.00,1.25,LF
84,1359,93,Jul 19,LAD,@,WSN,W5-0,CG,5,5,2,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,.287,.371,.480,.851,4,1.66,0.151,1.49,17.00,6.50,LF
85,1360,94,Jul 20,LAD,@,ATL,L5-7,GS-8,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.287,.371,.478,.849,5,1.39,-0.057,-0.44,3.00,0.50,LF
86,1361,95,Jul 21,LAD,@,ATL,L3-4,8-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.286,.370,.476,.846,9,1.34,-0.033,-0.09,0.00,-0.25,RF
87,1362,96,Jul 22,LAD,@,ATL,W3-1,GS-8,3,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.284,.369,.472,.841,4,.63,-0.019,-0.06,2.00,0.50,RF
88,1363,97,Jul 23,LAD,@,NYM,W3-0,GS-9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.281,.366,.466,.832,4,1.19,-0.106,-1.03,0.00,-0.75,LF
89,1364,99.1,Jul 25,LAD,@,NYM,L2-15,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.276,.361,.459,.820,5,.24,-0.025,-0.85,0.00,-1.00,RF
90,1365,100,Jul 26,LAD,@,NYM,L2-3,CG(10,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.276,.359,.456,.815,7,1.29,-0.101,-0.52,3.00,0.25,LF RF
91,1366,101,Jul 28,LAD,,OAK,L0-2,CG,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,.274,.359,.452,.811,6,1.21,-0.073,-0.44,0.00,0.50,LF
92,1367,102,Jul 29,LAD,,OAK,W10-7,GS-7,3,3,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,.278,.362,.459,.820,5,1.21,0.166,1.40,12.00,4.75,LF
93,1368,105.2,Aug 2,LAD,,LAA,W5-3,CG(10,5,5,2,2,0,0,2,3,0,0,2,0,0,0,0,0,0,0,.280,.362,.480,.842,4,1.36,0.635,1.92,30.00,12.25,RF LF
94,1369,106,Aug 4,LAD,@,PHI,L2-6,CG,5,5,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,.279,.360,.475,.835,4,1.67,-0.055,-0.16,5.00,1.00,LF
95,1370,107,Aug 5,LAD,@,PHI,W4-3,CG,5,5,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.281,.361,.473,.834,4,.92,-0.041,-0.62,6.00,1.25,LF
96,1371,108,Aug 6,LAD,@,PHI,W10-8,CG,5,5,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,.283,.361,.476,.837,5,.78,0.139,1.14,12.00,4.25,RF LF
97,1372,109,Aug 7,LAD,@,PIT,L4-5,GS-8,3,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.281,.361,.472,.833,4,1.10,-0.025,-0.06,2.00,0.50,LF
98,1373,110,Aug 8,LAD,@,PIT,L5-6,5-5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.280,.360,.471,.830,9,1.53,-0.041,-0.34,0.00,-0.25,PH
99,1374,111,Aug 9,LAD,@,PIT,L6-13,CG,5,4,1,2,0,0,0,0,1,0,2,0,0,0,0,0,1,0,.283,.363,.471,.834,4,.81,0.107,1.19,15.00,5.50,RF LF
100,1375,113.1,Aug 11,LAD,,WSN,W5-0,CG,4,3,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,.284,.365,.476,.841,4,.79,0.136,0.75,12.00,4.50,LF
101,1376,114,Aug 12,LAD,,WSN,W3-0,8-GF,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.286,.367,.481,.848,8,.63,0.096,1.76,7.00,3.00,PH LF
102,1377,115,Aug 13,LAD,,CIN,L3-10,GS-6,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,.287,.367,.483,.850,4,1.31,-0.121,-0.98,5.00,1.50,LF
103,1378,116,Aug 14,LAD,,CIN,W5-3,8-GF,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.289,.368,.488,.857,5,.23,0.020,0.66,5.00,2.00,PH LF
104,1379,118.1,Aug 16,LAD,,CIN,W2-1,CG,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.289,.368,.487,.855,5,1.16,-0.089,-0.69,3.00,0.50,LF
105,1380,119,Aug 18,LAD,@,OAK,L4-5,8-GF(10,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.291,.369,.487,.856,7,2.39,-0.031,-0.08,5.00,1.75,PH
106,1381,120,Aug 19,LAD,@,OAK,L2-5,CG,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.288,.366,.482,.848,5,1.04,-0.064,-0.49,0.00,-0.75,RF
107,1382,121,Aug 21,LAD,@,HOU,L0-3,CG,3,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.286,.365,.479,.845,5,.73,0.007,0.07,2.00,0.50,RF
108,1383,122,Aug 22,LAD,@,HOU,L1-3,7-GF,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.284,.363,.476,.839,7,1.26,-0.067,-0.44,0.00,-0.50,PH LF
109,1384,123,Aug 23,LAD,@,HOU,L2-3,GS-9,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.291,.369,.481,.850,5,1.05,-0.018,-0.15,7.00,3.00,LF
110,1385,124,Aug 25,LAD,@,CIN,W5-1,7-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.290,.368,.479,.847,5,.09,-0.002,-0.10,0.00,-0.25,PH LF
111,1386,125,Aug 26,LAD,@,CIN,W7-4,7-8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.289,.367,.478,.845,9,.41,-0.011,-0.35,0.00,-0.25,LF
112,1387,126,Aug 27,LAD,@,CIN,W1-0,GS-9,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.296,.372,.483,.855,5,1.13,0.131,1.35,9.00,3.00,LF
113,1388,127,Aug 28,LAD,,CHC,W4-1,GS-6,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.297,.373,.486,.859,5,.86,0.018,0.19,5.00,1.75,RF
114,1389,128,Aug 29,LAD,,CHC,W5-2,7-GF,2,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,.299,.376,.488,.864,9,1.00,0.103,1.01,11.00,5.00,RF
115,1390,129,Aug 30,LAD,,CHC,L0-2,CG,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.297,.373,.483,.856,4,.80,-0.059,-0.44,0.00,-0.75,RF
116,1391,130,Aug 31,LAD,,SFG,W5-4,GS-8,3,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,.297,.373,.491,.864,5,.71,0.166,0.61,14.00,5.50,RF
117,1392,131,Sep 1,LAD,,SFG,W2-1,8-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.296,.372,.489,.861,6,.93,-0.038,-0.56,0.00,-0.25,PH RF
118,1393,132,Sep 2,LAD,,SFG,W2-1,CG,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.293,.369,.485,.854,5,1.13,-0.091,-0.96,0.00,-0.75,RF
119,1394,134.1,Sep 4,LAD,@,SDP,W8-4,6-6,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.293,.369,.485,.854,9,,,,0.00,0.00,PH
120,1395,135,Sep 5,LAD,@,SDP,W2-0,CG,5,4,2,3,2,0,0,0,1,0,1,0,0,0,0,0,0,0,.299,.374,.494,.868,5,.80,0.206,1.75,19.00,7.75,RF
121,1396,136,Sep 6,LAD,@,SDP,W5-1,GS-9,4,3,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,.299,.373,.493,.866,5,1.98,0.246,2.78,5.00,1.50,RF
122,1397,137,Sep 7,LAD,@,LAA,W7-5,GS-5,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.297,.371,.490,.861,5,1.59,-0.073,-0.67,0.00,-0.50,RF
123,1398,138,Sep 8,LAD,@,LAA,W6-4,9-GF,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.297,.370,.488,.859,5,.10,-0.003,-0.41,0.00,-0.25,PH RF
124,1399,139,Sep 9,LAD,@,LAA,L2-3,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.293,.366,.483,.849,5,1.50,-0.176,-1.06,0.00,-1.00,RF
125,1400,141.1,Sep 12,LAD,@,ARI,W9-5,CG,5,5,1,2,1,0,0,1,0,0,2,0,0,0,0,0,0,0,.295,.367,.484,.851,5,.46,0.073,0.62,12.00,4.25,RF
126,1401,143.1,Sep 14,LAD,,COL,W4-1,GS-5,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.296,.368,.485,.852,5,.73,0.010,0.10,5.00,1.75,RF
127,1402,144,Sep 15,LAD,,COL,L4-5,7-10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.294,.366,.482,.847,9,4.03,-0.185,-0.85,0.00,-0.50,PH RF
128,1403,146.1,Sep 18,LAD,,PIT,W6-2,7-GF,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.294,.367,.482,.849,1,.26,0.002,0.22,2.00,1.00,PH RF
129,1404,147,Sep 19,LAD,,PIT,L2-3,9-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.293,.366,.480,.847,4,2.43,-0.058,-0.14,0.00,-0.25,PH
130,1405,148,Sep 20,LAD,,PIT,L3-4,CG,4,4,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,.293,.365,.478,.843,4,1.43,-0.012,0.34,5.00,1.25,RF
131,1406,149,Sep 21,LAD,,ARI,L4-8,GS-8,3,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.294,.367,.478,.845,5,.81,0.043,0.36,5.00,1.75,RF
132,1407,151.1,Sep 23,LAD,,ARI,W4-1,CG,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,.291,.364,.473,.837,4,.90,-0.087,-0.78,0.00,-1.00,RF
133,1408,152,Sep 24,LAD,,ARI,W6-3,7-GF,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.293,.365,.474,.840,7,.24,0.007,0.37,3.00,1.00,PH RF
